Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Admission status,Closed
19062,Dr Rajesh Gandhi Clinic,Dr Rajesh Gandhi Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Meru,North Imenti,Imenti North,Municipality,Operational,None,No
19061,Tawakal Medical Clinic and Laboratory Services,Tawakal Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Ijara,Ijara,Masalani,Closed,None,Yes
19060,Ngong Medicare Clinic,Ngong Medicare Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kajiado,Kajiado North,Kajiado North,Ngong,Closed,None,No
19059,Miliki Afya Medical Clinic,Miliki Afya Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado North,Kajiado North,Ngong,Operational,None,No
19058,Ndege Nursing Home,Ndege Nursing Home,None,Level 3,Nursing and Maternity Home,NURSING HOME,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,Wajir,Wajir South,Wajir South,Habasswein,Operational,None,No
19057,St Anns Medical Clinic,St Ann's Medical Clinic (Kiserian),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kajiado,Kajiado North,Kajiado North,Olkeri,Operational,None,No
19056,Providenve Health Clinic,Providence Health Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado North,Kajiado North,Olkeri,Closed,None,No
19055,Melchizedek Medical Clinic(Ngong),Melchizedek Medical Clinic(Ngong),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado North,Kajiado North,Ngong,Operational,None,No
19053,Beula's Clinic,Beula's Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kajiado,Kajiado North,Kajiado North,Oloolua,Closed,None,No
19052,Sunshine Medical Clinic,Sunshine Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Tharaka Nithi,Maara,Mwimbi,Chogoria,Operational,None,No
19051,Bethsaida Grandcure Medical Clinic,Bethsaida Grandcure Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Tharaka Nithi,Maara,Muthambi,Muthambi,Closed,None,Yes
19050,Mikeu PCEA Medical Centre,Mikeu PCEA Medical Centre,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nakuru,Molo,Molo,Elburgon,Closed,None,Yes
19048,Women Initiative Health Services,Women Initiative Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19047,Warsan Health Services,Warsan Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Waberi,Operational,None,No
19046,Tulah Medical Services,Tulah Medical Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,0,Kajiado,Kajiado Central,Kajiado Central,Matapato South,Operational,None,No
19045,Towfiq Medical Clinic,Towfiq Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Galbet,Operational,None,No
19044,Tawaheed Community Medical Clinic,Tawaheed Community Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Waberi,Operational,None,No
19043,Tawheed Community Nursing Home,Tawheed Community Nursing Home,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,15,2,Garissa,Garissa Township,Garissa,Township,Operational,None,No
19042,Tawakal Medical Clinic,Tawakal Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,8,1,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19041,Solution Medical Clinic,Solution Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Garissa,Garissa Township,Garissa,Township,Operational,None,No
19040,Alpha Medical Clinic Mile Tisa,Alpha Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado Central,Kajiado Central,Matapato South,Closed,None,Yes
19039,Safa Medical Centre,Safa Medical Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19038,Mwananchi Clinic,Mwananchi Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19037,Medina Hospital,Medina Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,30,10,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19035,Chonesus Clinic,Christian Home Network Of Kenya Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Lindi,Operational,None,No
19032,Elele Dispensary,Elele Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Mandera,Mandera South,Mandera South,Wargudud,Operational,None,No
19031,Alhidaya Medical Clinic,Alhidaya Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Wajir,Wajir South,Wajir South,Habasswein,Non-Operational,None,No
19030,Miraj Medical Centre,Miraj Medical Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Wajir,Wajir West,Wajir West,Ademasajide,Non-Operational,None,No
19029,siriba nursing home,siriba nursing home,016128,Level 3,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20,5,Wajir,Wajir South,Wajir South,Habasswein,Operational,None,No
19027,Tahidi Nursing Home,Tahidi Nursing Home,None,Level 3,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,12,1,Kitui,Mwingi Central,Mwingi Central,Central,Operational,None,No
19026,Salvage Medical Clinic,Salvage Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado Central,Kajiado Central,Ildamat,Closed,None,Yes
19025,Patrona Medical Services,Patrona medical services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,4,0,Machakos,Mavoko,Athi River,Athi River,Operational,None,No
19024,Dungicha Dispensary,Dungicha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Ganze,Ganze,Ganze,Operational,None,No
19023,Swiss Cottage Hospital,Swiss Cottage Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,4,0,Kilifi,Kilifi South,Kilifi South,Shimo La Tewa,Operational,None,No
19022,Amina Medical Clinic,Amina Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kilifi,Kilifi South,Kilifi South,Mtepeni,Operational,None,No
19021,St Trizah Medical Clinic,St Trizah Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kiambu,Limuru,Limuru,Limuru East,Closed,None,Yes
19020,Zahri Medical Clinic,Zahri Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kilifi,Kilifi South,Kilifi South,Shimo La Tewa,Operational,None,No
19019,Mephi Medical Clinic,Mephi Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kilifi,Kilifi North,Kilifi North,Sokoni,Operational,None,No
19018,Kaplelach Clinic,Kaplelach Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,West Pokot,Pokot South,Pokot South,Batei,Operational,None,No
19017,Kamuskut Clinic,Kamuskut Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,West Pokot,Sigor,Pokot Central,Lomut,Non-Operational,None,No
19016,Blue Nile Medical Clinic,Blue Nile Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kilifi,Kilifi North,Kilifi North,Kibarani,Operational,None,No
19015,Highway Medical Clinic (Pokot Central),Highway Medical Clinic (Pokot Central),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,West Pokot,Sigor,Pokot Central,Wei Wei,Non-Operational,None,No
19014,Ortum Central Clinic,Ortum Central Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,West Pokot,Pokot South,Pokot South,Batei,Operational,None,No
19013,Kapkres Medical Clinic,Kapkres Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,West Pokot,Pokot South,Pokot South,Batei,Operational,None,No
19012,Murpus Medical Clinic,Murpus Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,West Pokot,Pokot South,Pokot South,Batei,Operational,None,No
19011,Chepkono Medical Clinic,Chepkono Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,West Pokot,Pokot South,Pokot South,Lelan,Operational,None,No
19010,Medina Diagnostic,Medina Diagnostic,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Garissa,Garissa Township,Garissa,Township,Operational,None,No
19009,Iftin Medical Clinic,Iftin Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19008,Hilwa Pharmacy and Clinic,Hilwa Pharmacy and Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Township,Operational,None,No
19007,Gule Medical Clinic,Gule Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19006,Gatwell/Lab Medical Clinic,Gatwell/Lab Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19005,Emirates Medical Clinic,Emirates Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Township,Operational,None,No
19004,Dhanun Clinic,Dhanun Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19003,Bulla Hagar Clinic,Bulla Hagar Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Galbet,Operational,None,No
19002,Bulla Game Medical Clinic and Laboratory,Bulla Game Medical Clinic and Laboratory,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Iftin,Closed,None,Yes
19001,Amani Clinic (Garissa),Amani Clinic  (Garissa),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
19000,Al-anasar Medical Clinic,Al-anasar Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Township,Closed,None,Yes
18999,Alliance Medical Clinic,Alliance Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Garissa,Garissa Township,Garissa,Township,Operational,None,No
18998,Al-Faruq Medical Clinic,Al-Faruq Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Garissa,Garissa Township,Garissa,Galbet,Operational,None,No
18997,Al Iklas Nursing Home,Al Iklas Nursing Home,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),2,0,Garissa,Garissa Township,Garissa,Galbet,Operational,None,No
18996,Al Amin Medical Clinic,Al Amin Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Galbet,Operational,None,No
18995,Dam Pharmacy and Clinic,Dam Pharmacy and Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,None,No
18994,Hope Medical Clinic(Loitokitok),Hope Medical Clinic(Loitokitok),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,1,0,Kajiado,Kajiado South,Loitokitok,Kuku,Operational,None,No
18993,Isinet Medical Clinic,Isinet Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),1,0,Kajiado,Kajiado South,Loitokitok,Imbrikani/Eselelnkei,Non-Operational,None,No
18992,Rosade Medical Clinic,Rosade Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,None,No
18989,Mwendantu Amani Clinic,Mwendantu Amani Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Tharaka Nithi,Maara,Mwimbi,Chogoria,Operational,None,No
18986,Jamii Health Services (Chogoria),Jamii  Health services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Tharaka Nithi,Maara,Mwimbi,Chogoria,Closed,None,Yes
18985,Maranatha Medical Services,Maranatha Medical Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB - Private Practice (deleted),0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,None,No
18984,Kibera Highway Clinic,Kibera Highway Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Kibra,Kibra,Lindi,Operational,None,No
18983,Reale Medical Clinic,Reale Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Kesses,Kesses,Racecourse,Operational,None,No
18982,Alhamdu nursing  home,ALHAMDU NURSING HOME,003644,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Nurse / Midwifery,Private Practice,Pharmacy & Poisons Board,15,10,Wajir,Wajir South,Wajir South,Habasswein,Operational,None,No
18980,St Andrews Medical Clinic (Eldoret),St Andrews Medical Clinic (Eldoret),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Soy,Soy,Moi's Bridge,Operational,None,No
18979,Naisula Medical Clinic,Naisula Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado Central,Kajiado Central,Dalalekutuk,Operational,None,No
18978,Eldoret Medical Services,Eldoret Medical Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Turbo,Turbo,Huruma,Operational,None,No
18976,Kitengela Medical Services Kajiado,Kitengela Medical Services (Kajiado),None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,0,Kajiado,Kajiado Central,Kajiado Central,Ildamat,Operational,None,No
18975,Good Shephered Medical Clinic,Good Shephered Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Embu,Manyatta,Manyatta,Kirimari,Closed,None,Yes
